"id","site","habitat","cage","day","species","nr_seeds_start","nr_seed_remain","nr_seeds_remov","no_dam_no_ger","no_dam_ger","agent","damage"
"2_LMC3_A","Site_2","Forest_Edge","large_meshed_cage",2,"Anthonotha",25,25,0,22,0,"insect",3
"2_LMC3_A","Site_2","Forest_Edge","large_meshed_cage",2,"Anthonotha",25,25,0,22,0,"fungi",0
"2_LMC4_A","Site_2","Forest_Edge","large_meshed_cage",2,"Anthonotha",25,25,0,25,0,"vertebrate",0
"2_LMC4_A","Site_2","Forest_Edge","large_meshed_cage",2,"Anthonotha",25,25,0,25,0,"insect",0
"2_LMC4_A","Site_2","Forest_Edge","large_meshed_cage",2,"Anthonotha",25,25,0,25,0,"fungi",0
"2_LMC5_A","Site_2","Forest_Edge","large_meshed_cage",2,"Anthonotha",25,25,0,19,0,"vertebrate",0
"2_LMC5_A","Site_2","Forest_Edge","large_meshed_cage",2,"Anthonotha",25,25,0,19,0,"insect",4
"2_LMC5_A","Site_2","Forest_Edge","large_meshed_cage",2,"Anthonotha",25,25,0,19,0,"fungi",2
"2_OC1_A","Site_2","Forest_Edge","opened_cage",2,"Anthonotha",25,25,0,5,0,"vertebrate",4
"2_OC1_A","Site_2","Forest_Edge","opened_cage",2,"Anthonotha",25,25,0,5,0,"insect",15
"2_OC1_A","Site_2","Forest_Edge","opened_cage",2,"Anthonotha",25,25,0,5,0,"fungi",1
"2_OC2_A","Site_2","Forest_Edge","opened_cage",2,"Anthonotha",25,25,0,6,0,"vertebrate",5
"2_OC2_A","Site_2","Forest_Edge","opened_cage",2,"Anthonotha",25,25,0,6,0,"insect",14
"2_OC2_A","Site_2","Forest_Edge","opened_cage",2,"Anthonotha",25,25,0,6,0,"fungi",0
"2_OC3_A","Site_2","Forest_Edge","opened_cage",2,"Anthonotha",25,25,0,5,0,"vertebrate",1
"2_OC3_A","Site_2","Forest_Edge","opened_cage",2,"Anthonotha",25,25,0,5,0,"insect",19
"2_OC3_A","Site_2","Forest_Edge","opened_cage",2,"Anthonotha",25,25,0,5,0,"fungi",0
"2_OC4_A","Site_2","Forest_Edge","opened_cage",2,"Anthonotha",25,25,0,8,0,"vertebrate",2
"2_OC4_A","Site_2","Forest_Edge","opened_cage",2,"Anthonotha",25,25,0,8,0,"insect",9
"2_OC4_A","Site_2","Forest_Edge","opened_cage",2,"Anthonotha",25,25,0,8,0,"fungi",0
"2_OC5_A","Site_2","Forest_Edge","opened_cage",2,"Anthonotha",25,25,0,5,0,"vertebrate",3
"2_OC5_A","Site_2","Forest_Edge","opened_cage",2,"Anthonotha",25,25,0,5,0,"insect",17
"2_OC5_A","Site_2","Forest_Edge","opened_cage",2,"Anthonotha",25,25,0,5,0,"fungi",0
"2_SMC1_A","Site_2","Forest_Edge","small_meshed_cage",2,"Anthonotha",25,25,0,25,0,"vertebrate",0
"2_SMC1_A","Site_2","Forest_Edge","small_meshed_cage",2,"Anthonotha",25,25,0,25,0,"insect",0
"2_SMC1_A","Site_2","Forest_Edge","small_meshed_cage",2,"Anthonotha",25,25,0,25,0,"fungi",0
"2_SMC2_A","Site_2","Forest_Edge","small_meshed_cage",2,"Anthonotha",25,25,0,25,0,"vertebrate",0
"2_SMC2_A","Site_2","Forest_Edge","small_meshed_cage",2,"Anthonotha",25,25,0,25,0,"insect",0
"2_SMC2_A","Site_2","Forest_Edge","small_meshed_cage",2,"Anthonotha",25,25,0,25,0,"fungi",0
"2_SMC3_A","Site_2","Forest_Edge","small_meshed_cage",2,"Anthonotha",25,25,0,25,0,"vertebrate",0
"2_SMC3_A","Site_2","Forest_Edge","small_meshed_cage",2,"Anthonotha",25,25,0,25,0,"insect",0
"2_SMC3_A","Site_2","Forest_Edge","small_meshed_cage",2,"Anthonotha",25,25,0,25,0,"fungi",0
"2_SMC4_A","Site_2","Forest_Edge","small_meshed_cage",2,"Anthonotha",25,25,0,25,0,"vertebrate",0
"2_SMC4_A","Site_2","Forest_Edge","small_meshed_cage",2,"Anthonotha",25,25,0,25,0,"insect",0
"2_SMC4_A","Site_2","Forest_Edge","small_meshed_cage",2,"Anthonotha",25,25,0,25,0,"fungi",0
"2_SMC5_A","Site_2","Forest_Edge","small_meshed_cage",2,"Anthonotha",25,25,0,25,0,"vertebrate",0
"2_SMC5_A","Site_2","Forest_Edge","small_meshed_cage",2,"Anthonotha",25,25,0,25,0,"insect",0
"2_SMC5_A","Site_2","Forest_Edge","small_meshed_cage",2,"Anthonotha",25,25,0,25,0,"fungi",0
"3_LMC1_A","Site_3","Forest_Edge","large_meshed_cage",2,"Anthonotha",25,25,0,22,0,"vertebrate",0
"3_LMC1_A","Site_3","Forest_Edge","large_meshed_cage",2,"Anthonotha",25,25,0,22,0,"insect",3
"3_LMC1_A","Site_3","Forest_Edge","large_meshed_cage",2,"Anthonotha",25,25,0,22,0,"fungi",0
"3_LMC2_A","Site_3","Forest_Edge","large_meshed_cage",2,"Anthonotha",25,25,0,25,0,"vertebrate",0
"3_LMC2_A","Site_3","Forest_Edge","large_meshed_cage",2,"Anthonotha",25,25,0,25,0,"insect",0
"3_LMC2_A","Site_3","Forest_Edge","large_meshed_cage",2,"Anthonotha",25,25,0,25,0,"fungi",0
"3_LMC3_A","Site_3","Forest_Edge","large_meshed_cage",2,"Anthonotha",25,25,0,24,0,"vertebrate",0
"3_LMC3_A","Site_3","Forest_Edge","large_meshed_cage",2,"Anthonotha",25,25,0,24,0,"insect",0
"3_LMC3_A","Site_3","Forest_Edge","large_meshed_cage",2,"Anthonotha",25,25,0,24,0,"fungi",1
"3_LMC4_A","Site_3","Forest_Edge","large_meshed_cage",2,"Anthonotha",25,25,0,22,0,"vertebrate",0
"3_LMC4_A","Site_3","Forest_Edge","large_meshed_cage",2,"Anthonotha",25,25,0,22,0,"insect",3
"3_LMC4_A","Site_3","Forest_Edge","large_meshed_cage",2,"Anthonotha",25,25,0,22,0,"fungi",0
"3_LMC5_A","Site_3","Forest_Edge","large_meshed_cage",2,"Anthonotha",25,25,0,25,0,"vertebrate",0
"3_LMC5_A","Site_3","Forest_Edge","large_meshed_cage",2,"Anthonotha",25,25,0,25,0,"insect",0
"3_LMC5_A","Site_3","Forest_Edge","large_meshed_cage",2,"Anthonotha",25,25,0,25,0,"fungi",0
"3_OC4_A","Site_3","Forest_Edge","opened_cage",2,"Anthonotha",25,25,0,5,0,"vertebrate",6
"3_OC4_A","Site_3","Forest_Edge","opened_cage",2,"Anthonotha",25,25,0,5,0,"insect",14
"3_OC4_A","Site_3","Forest_Edge","opened_cage",2,"Anthonotha",25,25,0,5,0,"fungi",0
"3_OC5_A","Site_3","Forest_Edge","opened_cage",2,"Anthonotha",25,25,0,9,0,"vertebrate",3
"3_OC5_A","Site_3","Forest_Edge","opened_cage",2,"Anthonotha",25,25,0,9,0,"insect",13
"3_OC5_A","Site_3","Forest_Edge","opened_cage",2,"Anthonotha",25,25,0,9,0,"fungi",0
"3_SMC1_A","Site_3","Forest_Edge","small_meshed_cage",2,"Anthonotha",25,25,0,25,0,"vertebrate",0
"3_SMC1_A","Site_3","Forest_Edge","small_meshed_cage",2,"Anthonotha",25,25,0,25,0,"insect",0
"3_SMC1_A","Site_3","Forest_Edge","small_meshed_cage",2,"Anthonotha",25,25,0,25,0,"fungi",0
"3_SMC2_A","Site_3","Forest_Edge","small_meshed_cage",2,"Anthonotha",25,25,0,25,0,"vertebrate",0
"3_SMC2_A","Site_3","Forest_Edge","small_meshed_cage",2,"Anthonotha",25,25,0,25,0,"insect",0
"3_SMC2_A","Site_3","Forest_Edge","small_meshed_cage",2,"Anthonotha",25,25,0,25,0,"fungi",0
"3_SMC3_A","Site_3","Forest_Edge","small_meshed_cage",2,"Anthonotha",25,25,0,25,0,"vertebrate",0
"3_SMC3_A","Site_3","Forest_Edge","small_meshed_cage",2,"Anthonotha",25,25,0,25,0,"insect",0
"3_SMC3_A","Site_3","Forest_Edge","small_meshed_cage",2,"Anthonotha",25,25,0,25,0,"fungi",0
"3_SMC4_A","Site_3","Forest_Edge","small_meshed_cage",2,"Anthonotha",25,25,0,25,0,"vertebrate",0
"3_SMC4_A","Site_3","Forest_Edge","small_meshed_cage",2,"Anthonotha",25,25,0,25,0,"insect",0
"3_SMC4_A","Site_3","Forest_Edge","small_meshed_cage",2,"Anthonotha",25,25,0,25,0,"fungi",0
"3_SMC5_A","Site_3","Forest_Edge","small_meshed_cage",2,"Anthonotha",25,25,0,25,0,"vertebrate",0
"3_SMC5_A","Site_3","Forest_Edge","small_meshed_cage",2,"Anthonotha",25,25,0,25,0,"insect",0
"3_SMC5_A","Site_3","Forest_Edge","small_meshed_cage",2,"Anthonotha",25,25,0,25,0,"fungi",0
"4_LMC2_A","Site_4","Forest_Core","large_meshed_cage",2,"Anthonotha",25,25,0,22,0,"vertebrate",0
"4_LMC2_A","Site_4","Forest_Core","large_meshed_cage",2,"Anthonotha",25,25,0,22,0,"insect",0
"4_LMC2_A","Site_4","Forest_Core","large_meshed_cage",2,"Anthonotha",25,25,0,22,0,"fungi",3
"4_LMC4_A","Site_4","Forest_Core","large_meshed_cage",2,"Anthonotha",25,25,0,20,0,"vertebrate",0
"4_LMC4_A","Site_4","Forest_Core","large_meshed_cage",2,"Anthonotha",25,25,0,20,0,"insect",5
"4_LMC4_A","Site_4","Forest_Core","large_meshed_cage",2,"Anthonotha",25,25,0,20,0,"fungi",0
"4_SMC1_A","Site_4","Forest_Core","small_meshed_cage",2,"Anthonotha",25,25,0,25,0,"vertebrate",0
"4_SMC1_A","Site_4","Forest_Core","small_meshed_cage",2,"Anthonotha",25,25,0,25,0,"insect",0
"4_SMC1_A","Site_4","Forest_Core","small_meshed_cage",2,"Anthonotha",25,25,0,25,0,"fungi",0
"4_SMC3_A","Site_4","Forest_Core","small_meshed_cage",2,"Anthonotha",25,25,0,25,0,"vertebrate",0
"4_SMC3_A","Site_4","Forest_Core","small_meshed_cage",2,"Anthonotha",25,25,0,25,0,"insect",0
"4_SMC3_A","Site_4","Forest_Core","small_meshed_cage",2,"Anthonotha",25,25,0,25,0,"fungi",0
"4_SMC4_A","Site_4","Forest_Core","small_meshed_cage",2,"Anthonotha",25,25,0,25,0,"vertebrate",0
"4_SMC4_A","Site_4","Forest_Core","small_meshed_cage",2,"Anthonotha",25,25,0,25,0,"insect",0
"4_SMC4_A","Site_4","Forest_Core","small_meshed_cage",2,"Anthonotha",25,25,0,25,0,"fungi",0
"4_SMC5_A","Site_4","Forest_Core","small_meshed_cage",2,"Anthonotha",25,25,0,25,0,"vertebrate",0
"4_SMC5_A","Site_4","Forest_Core","small_meshed_cage",2,"Anthonotha",25,25,0,25,0,"insect",0
"4_SMC5_A","Site_4","Forest_Core","small_meshed_cage",2,"Anthonotha",25,25,0,25,0,"fungi",0
"5_LMC1_A","Site_5","Forest_Core","large_meshed_cage",2,"Anthonotha",25,25,0,18,0,"vertebrate",0
"5_LMC1_A","Site_5","Forest_Core","large_meshed_cage",2,"Anthonotha",25,25,0,18,0,"insect",7
"5_LMC1_A","Site_5","Forest_Core","large_meshed_cage",2,"Anthonotha",25,25,0,18,0,"fungi",0
"5_LMC2_A","Site_5","Forest_Core","large_meshed_cage",2,"Anthonotha",25,25,0,25,0,"vertebrate",0
"5_LMC2_A","Site_5","Forest_Core","large_meshed_cage",2,"Anthonotha",25,25,0,25,0,"insect",0
"5_LMC2_A","Site_5","Forest_Core","large_meshed_cage",2,"Anthonotha",25,25,0,25,0,"fungi",0
"5_LMC3_A","Site_5","Forest_Core","large_meshed_cage",2,"Anthonotha",25,25,0,25,0,"vertebrate",0
"5_LMC3_A","Site_5","Forest_Core","large_meshed_cage",2,"Anthonotha",25,25,0,25,0,"insect",0
"5_LMC3_A","Site_5","Forest_Core","large_meshed_cage",2,"Anthonotha",25,25,0,25,0,"fungi",0
"5_LMC4_A","Site_5","Forest_Core","large_meshed_cage",2,"Anthonotha",25,25,0,16,0,"vertebrate",0
"5_LMC4_A","Site_5","Forest_Core","large_meshed_cage",2,"Anthonotha",25,25,0,16,0,"insect",9
"5_LMC4_A","Site_5","Forest_Core","large_meshed_cage",2,"Anthonotha",25,25,0,16,0,"fungi",0
"5_LMC5_A","Site_5","Forest_Core","large_meshed_cage",2,"Anthonotha",25,25,0,23,0,"vertebrate",0
"5_LMC5_A","Site_5","Forest_Core","large_meshed_cage",2,"Anthonotha",25,25,0,23,0,"insect",2
"5_LMC5_A","Site_5","Forest_Core","large_meshed_cage",2,"Anthonotha",25,25,0,23,0,"fungi",0
"5_OC1_A","Site_5","Forest_Core","opened_cage",2,"Anthonotha",25,25,0,5,0,"vertebrate",1
"5_OC1_A","Site_5","Forest_Core","opened_cage",2,"Anthonotha",25,25,0,5,0,"insect",19
"5_OC1_A","Site_5","Forest_Core","opened_cage",2,"Anthonotha",25,25,0,5,0,"fungi",0
"5_OC4_A","Site_5","Forest_Core","opened_cage",2,"Anthonotha",25,25,0,3,0,"vertebrate",0
"5_OC4_A","Site_5","Forest_Core","opened_cage",2,"Anthonotha",25,25,0,3,0,"insect",21
"5_OC4_A","Site_5","Forest_Core","opened_cage",2,"Anthonotha",25,25,0,3,0,"fungi",0
"5_SMC1_A","Site_5","Forest_Core","small_meshed_cage",2,"Anthonotha",25,25,0,25,0,"vertebrate",0
"5_SMC1_A","Site_5","Forest_Core","small_meshed_cage",2,"Anthonotha",25,25,0,25,0,"insect",0
"5_SMC1_A","Site_5","Forest_Core","small_meshed_cage",2,"Anthonotha",25,25,0,25,0,"fungi",0
"5_SMC2_A","Site_5","Forest_Core","small_meshed_cage",2,"Anthonotha",25,25,0,25,0,"vertebrate",0
"5_SMC2_A","Site_5","Forest_Core","small_meshed_cage",2,"Anthonotha",25,25,0,25,0,"insect",0
"5_SMC2_A","Site_5","Forest_Core","small_meshed_cage",2,"Anthonotha",25,25,0,25,0,"fungi",0
"5_SMC3_A","Site_5","Forest_Core","small_meshed_cage",2,"Anthonotha",25,25,0,25,0,"vertebrate",0
"5_SMC3_A","Site_5","Forest_Core","small_meshed_cage",2,"Anthonotha",25,25,0,25,0,"insect",0
"5_SMC3_A","Site_5","Forest_Core","small_meshed_cage",2,"Anthonotha",25,25,0,25,0,"fungi",0
"5_SMC4_A","Site_5","Forest_Core","small_meshed_cage",2,"Anthonotha",25,25,0,25,0,"vertebrate",0
"5_SMC4_A","Site_5","Forest_Core","small_meshed_cage",2,"Anthonotha",25,25,0,25,0,"insect",0
"5_SMC4_A","Site_5","Forest_Core","small_meshed_cage",2,"Anthonotha",25,25,0,25,0,"fungi",0
"5_SMC5_A","Site_5","Forest_Core","small_meshed_cage",2,"Anthonotha",25,25,0,25,0,"vertebrate",0
"5_SMC5_A","Site_5","Forest_Core","small_meshed_cage",2,"Anthonotha",25,25,0,25,0,"insect",0
"5_SMC5_A","Site_5","Forest_Core","small_meshed_cage",2,"Anthonotha",25,25,0,25,0,"fungi",0
"6_LMC1_A","Site_6","Forest_Core","large_meshed_cage",2,"Anthonotha",25,25,0,21,0,"vertebrate",0
"6_LMC1_A","Site_6","Forest_Core","large_meshed_cage",2,"Anthonotha",25,25,0,21,0,"insect",4
"6_LMC1_A","Site_6","Forest_Core","large_meshed_cage",2,"Anthonotha",25,25,0,21,0,"fungi",0
"6_LMC2_A","Site_6","Forest_Core","large_meshed_cage",2,"Anthonotha",25,25,0,22,0,"vertebrate",0
"6_LMC2_A","Site_6","Forest_Core","large_meshed_cage",2,"Anthonotha",25,25,0,22,0,"insect",3
"6_LMC2_A","Site_6","Forest_Core","large_meshed_cage",2,"Anthonotha",25,25,0,22,0,"fungi",0
"6_LMC5_A","Site_6","Forest_Core","large_meshed_cage",2,"Anthonotha",25,25,0,24,0,"vertebrate",0
"6_LMC5_A","Site_6","Forest_Core","large_meshed_cage",2,"Anthonotha",25,25,0,24,0,"insect",1
"6_LMC5_A","Site_6","Forest_Core","large_meshed_cage",2,"Anthonotha",25,25,0,24,0,"fungi",0
"6_SMC1_A","Site_6","Forest_Core","small_meshed_cage",2,"Anthonotha",25,25,0,25,0,"vertebrate",0
"6_SMC1_A","Site_6","Forest_Core","small_meshed_cage",2,"Anthonotha",25,25,0,25,0,"insect",0
"6_SMC1_A","Site_6","Forest_Core","small_meshed_cage",2,"Anthonotha",25,25,0,25,0,"fungi",0
"6_SMC2_A","Site_6","Forest_Core","small_meshed_cage",2,"Anthonotha",25,25,0,25,0,"vertebrate",0
"6_SMC2_A","Site_6","Forest_Core","small_meshed_cage",2,"Anthonotha",25,25,0,25,0,"insect",0
"6_SMC2_A","Site_6","Forest_Core","small_meshed_cage",2,"Anthonotha",25,25,0,25,0,"fungi",0
"6_SMC3_A","Site_6","Forest_Core","small_meshed_cage",2,"Anthonotha",25,25,0,25,0,"vertebrate",0
"6_SMC3_A","Site_6","Forest_Core","small_meshed_cage",2,"Anthonotha",25,25,0,25,0,"insect",0
"6_SMC3_A","Site_6","Forest_Core","small_meshed_cage",2,"Anthonotha",25,25,0,25,0,"fungi",0
"6_SMC4_A","Site_6","Forest_Core","small_meshed_cage",2,"Anthonotha",25,25,0,25,0,"vertebrate",0
"6_SMC4_A","Site_6","Forest_Core","small_meshed_cage",2,"Anthonotha",25,25,0,25,0,"insect",0
"6_SMC4_A","Site_6","Forest_Core","small_meshed_cage",2,"Anthonotha",25,25,0,25,0,"fungi",0
"6_SMC5_A","Site_6","Forest_Core","small_meshed_cage",2,"Anthonotha",25,25,0,25,0,"vertebrate",0
"6_SMC5_A","Site_6","Forest_Core","small_meshed_cage",2,"Anthonotha",25,25,0,25,0,"insect",0
"6_SMC5_A","Site_6","Forest_Core","small_meshed_cage",2,"Anthonotha",25,25,0,25,0,"fungi",0
"6_OC1_A","Site_6","Forest_Core","opened_cage",2,"Anthonotha",25,24,1,7,0,"vertebrate",2
"6_OC1_A","Site_6","Forest_Core","opened_cage",2,"Anthonotha",25,24,1,7,0,"insect",15
"6_OC1_A","Site_6","Forest_Core","opened_cage",2,"Anthonotha",25,24,1,7,0,"fungi",0
"6_OC2_A","Site_6","Forest_Core","opened_cage",2,"Anthonotha",25,24,1,5,0,"vertebrate",2
"6_OC2_A","Site_6","Forest_Core","opened_cage",2,"Anthonotha",25,24,1,5,0,"insect",17
"6_OC2_A","Site_6","Forest_Core","opened_cage",2,"Anthonotha",25,24,1,5,0,"fungi",0
"6_OC3_A","Site_6","Forest_Core","opened_cage",2,"Anthonotha",25,23,2,8,0,"vertebrate",1
"6_OC3_A","Site_6","Forest_Core","opened_cage",2,"Anthonotha",25,23,2,8,0,"insect",14
"6_OC3_A","Site_6","Forest_Core","opened_cage",2,"Anthonotha",25,23,2,8,0,"fungi",0
"5_OC5_A","Site_5","Forest_Core","opened_cage",2,"Anthonotha",25,18,7,5,0,"vertebrate",1
"5_OC5_A","Site_5","Forest_Core","opened_cage",2,"Anthonotha",25,18,7,5,0,"insect",10
"5_OC5_A","Site_5","Forest_Core","opened_cage",2,"Anthonotha",25,18,7,5,0,"fungi",2
"1_OC4_A","Site_1","Forest_Edge","opened_cage",2,"Anthonotha",25,17,8,7,0,"vertebrate",5
"1_OC4_A","Site_1","Forest_Edge","opened_cage",2,"Anthonotha",25,17,8,7,0,"insect",3
"1_OC4_A","Site_1","Forest_Edge","opened_cage",2,"Anthonotha",25,17,8,7,0,"fungi",0
"5_OC2_A","Site_5","Forest_Core","opened_cage",2,"Anthonotha",25,16,9,2,0,"vertebrate",4
"5_OC2_A","Site_5","Forest_Core","opened_cage",2,"Anthonotha",25,16,9,2,0,"insect",8
"5_OC2_A","Site_5","Forest_Core","opened_cage",2,"Anthonotha",25,16,9,2,0,"fungi",2
"6_OC4_A","Site_6","Forest_Core","opened_cage",2,"Anthonotha",25,14,11,2,0,"vertebrate",3
"6_OC4_A","Site_6","Forest_Core","opened_cage",2,"Anthonotha",25,14,11,2,0,"insect",6
"6_OC4_A","Site_6","Forest_Core","opened_cage",2,"Anthonotha",25,14,11,2,0,"fungi",1
"6_OC5_A","Site_6","Forest_Core","opened_cage",2,"Anthonotha",25,14,11,2,0,"vertebrate",0
"6_OC5_A","Site_6","Forest_Core","opened_cage",2,"Anthonotha",25,14,11,2,0,"insect",10
"6_OC5_A","Site_6","Forest_Core","opened_cage",2,"Anthonotha",25,14,11,2,0,"fungi",0
"3_OC3_A","Site_3","Forest_Edge","opened_cage",2,"Anthonotha",25,13,12,3,0,"vertebrate",4
"3_OC3_A","Site_3","Forest_Edge","opened_cage",2,"Anthonotha",25,13,12,3,0,"insect",5
"3_OC3_A","Site_3","Forest_Edge","opened_cage",2,"Anthonotha",25,13,12,3,0,"fungi",1
"3_OC2_A","Site_3","Forest_Edge","opened_cage",2,"Anthonotha",25,12,13,0,0,"vertebrate",2
"3_OC2_A","Site_3","Forest_Edge","opened_cage",2,"Anthonotha",25,12,13,0,0,"insect",9
"3_OC2_A","Site_3","Forest_Edge","opened_cage",2,"Anthonotha",25,12,13,0,0,"fungi",1
"4_OC1_A","Site_4","Forest_Core","opened_cage",2,"Anthonotha",25,12,13,1,0,"vertebrate",0
"4_OC1_A","Site_4","Forest_Core","opened_cage",2,"Anthonotha",25,12,13,1,0,"insect",6
"4_OC1_A","Site_4","Forest_Core","opened_cage",2,"Anthonotha",25,12,13,1,0,"fungi",0
"4_OC5_A","Site_4","Forest_Core","opened_cage",2,"Anthonotha",25,9,16,1,0,"vertebrate",0
"4_OC5_A","Site_4","Forest_Core","opened_cage",2,"Anthonotha",25,9,16,1,0,"insect",7
"4_OC5_A","Site_4","Forest_Core","opened_cage",2,"Anthonotha",25,9,16,1,0,"fungi",0
"3_OC1_A","Site_3","Forest_Edge","opened_cage",2,"Anthonotha",25,8,17,0,0,"vertebrate",3
"3_OC1_A","Site_3","Forest_Edge","opened_cage",2,"Anthonotha",25,8,17,0,0,"insect",5
"3_OC1_A","Site_3","Forest_Edge","opened_cage",2,"Anthonotha",25,8,17,0,0,"fungi",0
"1_OC1_A","Site_1","Forest_Edge","opened_cage",2,"Anthonotha",25,7,18,5,0,"vertebrate",2
"1_OC1_A","Site_1","Forest_Edge","opened_cage",2,"Anthonotha",25,7,18,5,0,"insect",0
"1_OC1_A","Site_1","Forest_Edge","opened_cage",2,"Anthonotha",25,7,18,5,0,"fungi",0
"1_OC2_A","Site_1","Forest_Edge","opened_cage",2,"Anthonotha",25,7,18,4,0,"vertebrate",3
"1_OC2_A","Site_1","Forest_Edge","opened_cage",2,"Anthonotha",25,7,18,4,0,"insect",0
"1_OC2_A","Site_1","Forest_Edge","opened_cage",2,"Anthonotha",25,7,18,4,0,"fungi",0
"1_OC5_A","Site_1","Forest_Edge","opened_cage",2,"Anthonotha",25,7,18,1,0,"vertebrate",1
"1_OC5_A","Site_1","Forest_Edge","opened_cage",2,"Anthonotha",25,7,18,1,0,"insect",5
"1_OC5_A","Site_1","Forest_Edge","opened_cage",2,"Anthonotha",25,7,18,1,0,"fungi",0
"4_OC3_A","Site_4","Forest_Core","opened_cage",2,"Anthonotha",25,6,19,1,0,"vertebrate",0
"4_OC3_A","Site_4","Forest_Core","opened_cage",2,"Anthonotha",25,6,19,1,0,"insect",1
"4_OC3_A","Site_4","Forest_Core","opened_cage",2,"Anthonotha",25,6,19,1,0,"fungi",1
